path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rms,label
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/counting-normal.wav,-283.8871154785156,121.96943664550781,16.697534561157227,22.483640670776367,32.44751739501953,-7.888638496398926,-4.115421295166016,-5.5347418785095215,-16.76595115661621,-7.937887668609619,-13.959616661071777,-1.6257624626159668,-6.503939151763916,0.07889896222014925,0.08797226846218109,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/vowel-o.wav,-336.03717041015625,145.63189697265625,53.495174407958984,25.639972686767578,-14.550033569335938,-23.645416259765625,-2.304365396499634,-2.6188883781433105,-18.26032066345215,1.0795797109603882,-17.360858917236328,-0.06955909729003906,-3.3598809242248535,0.035287710336538464,0.16031496226787567,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/vowel-a.wav,-258.1534729003906,84.39237213134766,4.638156890869141,48.880001068115234,58.309852600097656,-35.841468811035156,-0.3022628128528595,-1.457121729850769,-28.67707061767578,2.2259585857391357,-38.99507522583008,7.85865592956543,-7.017527103424072,0.04364826411553525,0.11834322661161423,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/vowel-e.wav,-263.2928161621094,36.46303939819336,34.37115478515625,74.03325653076172,24.76262092590332,-14.971943855285645,17.545223236083984,17.76189422607422,-33.500274658203125,7.4613542556762695,-16.16634178161621,-4.320594310760498,-7.12867546081543,0.04718948622881356,0.15156099200248718,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/breathing-shallow.wav,-374.5310974121094,27.021747589111328,9.927580833435059,11.574692726135254,3.6761622428894043,-5.818818092346191,-4.97190523147583,-8.811346054077148,-6.126958847045898,-3.0683648586273193,-5.581676483154297,-4.097259998321533,0.866701602935791,0.3251536761143411,0.011715077795088291,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/counting-fast.wav,-265.02191162109375,121.158203125,19.07672691345215,15.058574676513672,38.59693908691406,-6.728339672088623,-6.601532936096191,-3.334601640701294,-18.542905807495117,-9.223885536193848,-12.899423599243164,-2.284290313720703,-2.346966505050659,0.04883088365112994,0.10988429188728333,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/breathing-deep.wav,-556.8111572265625,54.85279083251953,29.239051818847656,2.0059731006622314,15.6306734085083,-2.9814350605010986,-0.4479679465293884,-4.82819938659668,-1.3881251811981201,-1.4364107847213745,-0.3866974115371704,-8.309061050415039,-1.6454370021820068,0.31994296993013593,0.003680862719193101,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/cough-heavy.wav,-339.2728576660156,33.08366394042969,-2.14162540435791,-5.680194854736328,-0.7219311594963074,2.4260897636413574,-2.085753917694092,-1.2686867713928223,-2.0541794300079346,6.028927803039551,4.311849117279053,-3.1547152996063232,-1.9125301837921143,0.12492058076054217,0.05334842577576637,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/vK2bLRNzllXNeyOMudnNSL5cfpG2/cough-shallow.wav,-390.7327880859375,62.28731918334961,20.471567153930664,6.694408416748047,13.996039390563965,11.570195198059082,-0.5243490934371948,-3.914133071899414,-5.927497863769531,4.256640911102295,-0.12391176074743271,-2.6169583797454834,-3.2506818771362305,0.07366643186475409,0.03886532038450241,vK2bLRNzllXNeyOMudnNSL5cfpG2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/counting-normal.wav,-448.4860534667969,75.45609283447266,-23.92828369140625,18.999977111816406,3.874319076538086,-20.290035247802734,-17.24848175048828,3.0263824462890625,-21.68955421447754,-7.001408100128174,-14.442413330078125,-15.3892822265625,-6.316618919372559,0.26203753923559825,0.03454907238483429,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/vowel-o.wav,-540.8756103515625,85.38796997070312,49.033016204833984,31.553977966308594,1.7884283065795898,8.749761581420898,-19.906112670898438,3.29133939743042,-39.04667663574219,-13.390497207641602,-19.22945213317871,-31.594844818115234,-15.224912643432617,0.029754828222049688,0.03164507821202278,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/vowel-a.wav,-437.07794189453125,110.66081237792969,-37.10569763183594,55.4464111328125,23.685657501220703,-52.23780059814453,-18.103891372680664,4.2115654945373535,-26.65311050415039,-21.494064331054688,-18.038606643676758,-12.58578109741211,-0.029377048835158348,0.09830970293209877,0.025943629443645477,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/vowel-e.wav,-494.6240539550781,52.54928207397461,-23.716114044189453,74.00436401367188,-13.239354133605957,-31.04612922668457,-14.563176155090332,24.778717041015625,-30.997825622558594,-11.320411682128906,-12.869325637817383,-24.257373809814453,-1.6113320589065552,0.13598546543727916,0.02218591794371605,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/breathing-shallow.wav,-682.2642822265625,44.266353607177734,4.72542667388916,9.801712036132812,-2.7164411544799805,-3.4943346977233887,-12.554241180419922,-5.39262580871582,-3.123539924621582,-7.81532621383667,-5.916080951690674,-6.052417278289795,-5.267414569854736,0.14669354673127463,0.001436800230294466,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/counting-fast.wav,-375.7866516113281,83.9579086303711,-32.21307373046875,22.27731704711914,5.059866905212402,-23.250150680541992,-29.490373611450195,2.1476151943206787,-19.647951126098633,-9.967512130737305,-17.72753143310547,-19.1433048248291,-2.6551125049591064,0.15205802498282966,0.05544627830386162,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/breathing-deep.wav,-772.2525634765625,23.509136199951172,6.709385871887207,9.130110740661621,-3.275367498397827,-0.055236026644706726,-2.0461175441741943,-5.53173828125,-2.0614519119262695,-0.29925596714019775,-4.0110273361206055,-4.4689483642578125,-1.0896456241607666,0.2241687546688247,0.0005308723775669932,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/cough-heavy.wav,-474.81005859375,31.518056869506836,-10.442598342895508,5.460643291473389,-9.01640510559082,-2.252476692199707,-14.545309066772461,-4.54253625869751,-9.41455078125,-3.064816951751709,3.6459996700286865,-4.612345218658447,-5.634438991546631,0.27375651041666665,0.02456585504114628,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/bjA2KpSxneNskrLBeqi4bqoTDQl2/cough-shallow.wav,-653.7755737304688,27.07286834716797,1.0402628183364868,8.740286827087402,-7.706210136413574,0.7087262868881226,-9.846969604492188,-3.475151300430298,-4.876227378845215,-5.076593399047852,0.15410473942756653,-6.040563106536865,-6.275114059448242,0.21490774802791263,0.005337769165635109,bjA2KpSxneNskrLBeqi4bqoTDQl2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/FSzobvJqOXf0rI6X05cHqOiU9Mu2/counting-normal.wav,-372.22564697265625,63.70063400268555,-13.505160331726074,34.06929016113281,-12.389679908752441,0.135782390832901,-9.347636222839355,4.472243785858154,-18.599266052246094,-9.141417503356934,-3.042999267578125,-10.953775405883789,-6.786498546600342,0.32017299107142855,0.0701017901301384,FSzobvJqOXf0rI6X05cHqOiU9Mu2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/FSzobvJqOXf0rI6X05cHqOiU9Mu2/vowel-o.wav,-467.3847351074219,97.4090347290039,35.20891571044922,-3.3966970443725586,-18.312599182128906,-13.577064514160156,-5.249959468841553,-3.6881263256073,-6.871098041534424,-11.102105140686035,-15.791756629943848,-18.440793991088867,-13.46019458770752,0.07084575452302631,0.04905618727207184,FSzobvJqOXf0rI6X05cHqOiU9Mu2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/FSzobvJqOXf0rI6X05cHqOiU9Mu2/vowel-a.wav,-406.8748474121094,87.51134490966797,-8.429850578308105,27.92503547668457,18.921972274780273,-18.620126724243164,-19.495393753051758,2.19524884223938,-16.85911750793457,-17.383848190307617,-15.024809837341309,-10.058499336242676,-2.369079828262329,0.21732542686855671,0.08030519634485245,FSzobvJqOXf0rI6X05cHqOiU9Mu2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/FSzobvJqOXf0rI6X05cHqOiU9Mu2/vowel-e.wav,-366.6153869628906,50.690250396728516,6.40996789932251,70.0314712524414,-7.952393054962158,-17.035762786865234,10.5592041015625,0.3547748923301697,-32.85804748535156,-15.369566917419434,-0.8097222447395325,-18.54281997680664,-20.64492416381836,0.0884681619623656,0.08611136674880981,FSzobvJqOXf0rI6X05cHqOiU9Mu2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/FSzobvJqOXf0rI6X05cHqOiU9Mu2/breathing-shallow.wav,-461.77099609375,19.06154441833496,-24.149852752685547,42.53683090209961,-59.07613754272461,40.40854263305664,-43.89216995239258,12.715638160705566,-17.687801361083984,-13.455238342285156,-7.464202880859375,-8.429447174072266,-5.812403678894043,0.37356871509879724,0.01692512072622776,FSzobvJqOXf0rI6X05cHqOiU9Mu2
/Users/vaibhavkavdia/Desktop/Projects_for_Resume/Medical/Voice-Based-Disease-Screening-using-ML/Coswara-Data/20200413/FSzobvJqOXf0rI6X05cHqOiU9Mu2/counting-fast.wav,-292.25408935546875,91.96085357666016,-13.636483192443848,28.042156219482422,-19.88916778564453,13.376496315002441,-22.694896697998047,6.223874568939209,-22.29871940612793,-10.840144157409668,-3.1742053031921387,-21.549678802490234,-4.956576347351074,0.22120833333333334,0.10772749781608582,FSzobvJqOXf0rI6X05cHqOiU9Mu2
